ID	name	UP/DOWN	statistic	p.value	FDRp.value	N.nodes	N.gene.nodes	N.measured.nodes	ratio.measured.gene.nodes	nodes	N.DA.nodes	DA.nodes
P-hsa04010-62	MAPK signaling pathway: MEF2C	DOWN	-10.8381729614967	3.78846237375732e-22	2.17344202237576e-21	27	26	26	1	N-hsa04010-1, N-hsa04010-5, N-hsa04010-6, N-hsa04010-69, N-hsa04010-70, N-hsa04010-71, N-hsa04010-72, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-80, N-hsa04010-81, N-hsa04010-82, N-hsa04010-90, N-hsa04010-93, N-hsa04010-94, N-hsa04010-96, N-hsa04010-97, N-hsa04010-98, N-hsa04010-99, N-hsa04010-100, N-hsa04010-101, N-hsa04010-102, N-hsa04010-103, N-hsa04010-89 92, N-hsa04010-62	18	N-hsa04010-5, N-hsa04010-69, N-hsa04010-70, N-hsa04010-71, N-hsa04010-72, N-hsa04010-73, N-hsa04010-76, N-hsa04010-81, N-hsa04010-82, N-hsa04010-93, N-hsa04010-94, N-hsa04010-96, N-hsa04010-97, N-hsa04010-98, N-hsa04010-99, N-hsa04010-101, N-hsa04010-89 92, N-hsa04010-62
P-hsa04010-58	MAPK signaling pathway: CDC25B	UP	1.5114591789524	0.132129321183687	0.166470521518198	27	26	26	1	N-hsa04010-1, N-hsa04010-5, N-hsa04010-6, N-hsa04010-69, N-hsa04010-70, N-hsa04010-71, N-hsa04010-72, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-80, N-hsa04010-81, N-hsa04010-82, N-hsa04010-90, N-hsa04010-93, N-hsa04010-94, N-hsa04010-96, N-hsa04010-97, N-hsa04010-98, N-hsa04010-99, N-hsa04010-100, N-hsa04010-101, N-hsa04010-102, N-hsa04010-103, N-hsa04010-89 92, N-hsa04010-58	18	N-hsa04010-5, N-hsa04010-69, N-hsa04010-70, N-hsa04010-71, N-hsa04010-72, N-hsa04010-73, N-hsa04010-76, N-hsa04010-81, N-hsa04010-82, N-hsa04010-93, N-hsa04010-94, N-hsa04010-96, N-hsa04010-97, N-hsa04010-98, N-hsa04010-99, N-hsa04010-101, N-hsa04010-89 92, N-hsa04010-58
P-hsa04010-57	MAPK signaling pathway: NLK	UP	1.47919027356169	0.140542590802036	0.176596048455873	11	10	10	1	N-hsa04010-1, N-hsa04010-5, N-hsa04010-80, N-hsa04010-90, N-hsa04010-96, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-89 92, N-hsa04010-57	5	N-hsa04010-5, N-hsa04010-96, N-hsa04010-99, N-hsa04010-89 92, N-hsa04010-57
P-hsa04010-134	MAPK signaling pathway: ATF4*	DOWN	-0.262071386079442	0.793515515108004	0.868515231238399	47	45	45	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-135, N-hsa04010-136, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-134	33	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-135, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-134
P-hsa04010-129	MAPK signaling pathway: FOS	DOWN	-7.42938656454385	2.48791905699496e-12	7.14752856190282e-12	46	44	44	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-130 132 133, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-129	33	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-130 132 133, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-129
P-hsa04010-14	MAPK signaling pathway: MAPT	UP	1.16390067108942	0.245744959805303	0.297814951288597	45	43	43	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-14, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40	31	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40
P-hsa04010-13	MAPK signaling pathway: STMN1	UP	11.9087185173453	1.75524446810978e-25	1.28626508678669e-24	45	43	43	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-13, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40	32	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-13
P-hsa04010-12	MAPK signaling pathway: PLA2G4B	DOWN	-0.758545363953434	0.448949312290635	0.521385659997533	45	43	43	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-12, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40	32	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-12
P-hsa04010-131	MAPK signaling pathway: MYC	DOWN	-5.63895081637325	5.3059324801363e-08	1.17797980269061e-07	45	43	43	1	N-hsa04010-2, N-hsa04010-3, N-hsa04010-4, N-hsa04010-7, N-hsa04010-8, N-hsa04010-11, N-hsa04010-18, N-hsa04010-22, N-hsa04010-23, N-hsa04010-24, N-hsa04010-25, N-hsa04010-26, N-hsa04010-27, N-hsa04010-28, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-123 125, N-hsa04010-131, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40	32	N-hsa04010-2, N-hsa04010-3, N-hsa04010-18, N-hsa04010-24, N-hsa04010-27, N-hsa04010-29, N-hsa04010-30, N-hsa04010-31, N-hsa04010-32, N-hsa04010-33, N-hsa04010-35, N-hsa04010-41, N-hsa04010-42, N-hsa04010-43, N-hsa04010-44, N-hsa04010-45, N-hsa04010-46, N-hsa04010-47, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-126, N-hsa04010-128, N-hsa04010-19 21, N-hsa04010-19 20, N-hsa04010-34 36, N-hsa04010-36 37, N-hsa04010-36 38, N-hsa04010-36 39, N-hsa04010-36 40, N-hsa04010-131
P-hsa04010-118	MAPK signaling pathway: JUN	DOWN	-1.44806463392894	0.149045182139409	0.186405841129021	27	27	27	1	N-hsa04010-11, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-83, N-hsa04010-84, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-110, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-109 123, N-hsa04010-112 113, N-hsa04010-112 124, N-hsa04010-112 114, N-hsa04010-123 125, N-hsa04010-118	15	N-hsa04010-73, N-hsa04010-76, N-hsa04010-83, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-112 114, N-hsa04010-118
P-hsa04010-117	MAPK signaling pathway: JUND	UP	1.57021846637772	0.117824209849726	0.14945112757139	27	27	27	1	N-hsa04010-11, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-83, N-hsa04010-84, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-110, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-109 123, N-hsa04010-112 113, N-hsa04010-112 124, N-hsa04010-112 114, N-hsa04010-123 125, N-hsa04010-117	15	N-hsa04010-73, N-hsa04010-76, N-hsa04010-83, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-112 114, N-hsa04010-117
P-hsa04010-120	MAPK signaling pathway: NFATC1	DOWN	-7.02969018818594	2.66191006191139e-11	7.27950914890054e-11	28	28	28	1	N-hsa04010-11, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-83, N-hsa04010-84, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-110, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-121, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-109 123, N-hsa04010-112 113, N-hsa04010-112 124, N-hsa04010-112 114, N-hsa04010-123 125, N-hsa04010-120	16	N-hsa04010-73, N-hsa04010-76, N-hsa04010-83, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-121, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-112 114, N-hsa04010-120
P-hsa04010-119	MAPK signaling pathway: NFATC3	DOWN	-5.5466923376243	8.44174604627455e-08	1.85008359612279e-07	28	28	28	1	N-hsa04010-11, N-hsa04010-73, N-hsa04010-74, N-hsa04010-75, N-hsa04010-76, N-hsa04010-83, N-hsa04010-84, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-110, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-121, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-109 123, N-hsa04010-112 113, N-hsa04010-112 124, N-hsa04010-112 114, N-hsa04010-123 125, N-hsa04010-119	16	N-hsa04010-73, N-hsa04010-76, N-hsa04010-83, N-hsa04010-85, N-hsa04010-94, N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-111, N-hsa04010-115, N-hsa04010-116, N-hsa04010-121, N-hsa04010-128, N-hsa04010-108 127, N-hsa04010-112 114, N-hsa04010-119
P-hsa04010-54	MAPK signaling pathway: NR4A1	DOWN	-11.3864967382927	7.58681797707694e-24	4.9419689322904e-23	3	3	3	1	N-hsa04010-55, N-hsa04010-56, N-hsa04010-54	2	N-hsa04010-56, N-hsa04010-54
P-hsa04010-78	MAPK signaling pathway: MAP3K4	DOWN	-3.1334497099285	0.00196668361484492	0.00309262234823895	2	2	2	1	N-hsa04010-91, N-hsa04010-78	1	N-hsa04010-78
P-hsa04010-107	MAPK signaling pathway: MAP3K2	UP	10.4921192118764	4.34818372998542e-21	2.27854544062923e-20	8	8	8	1	N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-105, N-hsa04010-106, N-hsa04010-107	5	N-hsa04010-95, N-hsa04010-99, N-hsa04010-105, N-hsa04010-106, N-hsa04010-107
P-hsa04010-87	MAPK signaling pathway: STK3	UP	3.51149075261593	0.00054215604867419	0.000895321080380968	6	6	6	1	N-hsa04010-95, N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-87	3	N-hsa04010-95, N-hsa04010-99, N-hsa04010-87
P-hsa04010-88 92	MAPK signaling pathway: ECSIT TRAF6	DOWN	-3.94635018372294	0.000107243997663156	0.000185257587123464	5	5	5	1	N-hsa04010-99, N-hsa04010-100, N-hsa04010-102, N-hsa04010-103, N-hsa04010-88 92	2	N-hsa04010-99, N-hsa04010-88 92
P-hsa04010-86	MAPK signaling pathway: MAP4K2	UP	3.43916047358441	0.000699834651036824	0.00114363223462115	4	4	4	1	N-hsa04010-94, N-hsa04010-100, N-hsa04010-103, N-hsa04010-86	2	N-hsa04010-94, N-hsa04010-86
P-hsa04012-23	ErbB signaling pathway: RPS6KB1	UP	1.97518207723867	0.0495177057277071	0.0662590698610404	21	21	21	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-26, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-23	16	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-23
P-hsa04012-22	ErbB signaling pathway: EIF4EBP1	UP	4.73774600723507	3.90945679805937e-06	7.64769651007234e-06	21	21	21	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-26, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-22	16	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-22
P-hsa04012-31	ErbB signaling pathway: BAD	UP	3.71605506454839	0.000257604346676838	0.000435767136488501	20	20	20	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-31	16	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-31
P-hsa04012-21	ErbB signaling pathway: GSK3B	UP	5.08046062118376	8.11882201701673e-07	1.67926241498604e-06	20	20	20	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-21	16	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-21
P-hsa04012-25	ErbB signaling pathway: CDKN1B	UP	1.8112820453193	0.0714827188748522	0.0935157465894161	20	20	20	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-25	15	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60
P-hsa04012-24	ErbB signaling pathway: CDKN1A	UP	0.143580623748426	0.885965155752445	0.950841322764066	20	20	20	1	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-58, N-hsa04012-59, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-4 9, N-hsa04012-24	15	N-hsa04012-2, N-hsa04012-6, N-hsa04012-13, N-hsa04012-32, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-59, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60
P-hsa04012-57	ErbB signaling pathway: ABL1	DOWN	-13.8979060039645	8.16490524998504e-32	9.57335140560746e-31	10	10	10	1	N-hsa04012-13, N-hsa04012-33, N-hsa04012-42, N-hsa04012-50, N-hsa04012-52, N-hsa04012-53, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-57	8	N-hsa04012-13, N-hsa04012-33, N-hsa04012-50, N-hsa04012-52, N-hsa04012-53, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60
P-hsa04012-65	ErbB signaling pathway: MYC	UP	1.74789925203252	0.0818987017809048	0.1063266190595	25	25	25	1	N-hsa04012-13, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-44, N-hsa04012-45, N-hsa04012-46, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-60, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-70, N-hsa04012-71, N-hsa04012-72, N-hsa04012-73, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-11 12, N-hsa04012-10 6, N-hsa04012-4 9, N-hsa04012-65	22	N-hsa04012-13, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-44, N-hsa04012-45, N-hsa04012-46, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-60, N-hsa04012-66, N-hsa04012-67, N-hsa04012-70, N-hsa04012-71, N-hsa04012-72, N-hsa04012-73, N-hsa04012-14 60, N-hsa04012-11 12, N-hsa04012-10 6, N-hsa04012-65
P-hsa04012-3	ErbB signaling pathway: ELK1	UP	12.6820350362796	6.26968912389127e-28	5.39538385156882e-27	25	25	25	1	N-hsa04012-13, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-44, N-hsa04012-45, N-hsa04012-46, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-60, N-hsa04012-64, N-hsa04012-66, N-hsa04012-67, N-hsa04012-70, N-hsa04012-71, N-hsa04012-72, N-hsa04012-73, N-hsa04012-14 60, N-hsa04012-36 5, N-hsa04012-11 12, N-hsa04012-10 6, N-hsa04012-4 9, N-hsa04012-3	22	N-hsa04012-13, N-hsa04012-33, N-hsa04012-38, N-hsa04012-39, N-hsa04012-44, N-hsa04012-45, N-hsa04012-46, N-hsa04012-50, N-hsa04012-51, N-hsa04012-52, N-hsa04012-53, N-hsa04012-60, N-hsa04012-66, N-hsa04012-67, N-hsa04012-70, N-hsa04012-71, N-hsa04012-72, N-hsa04012-73, N-hsa04012-14 60, N-hsa04012-11 12, N-hsa04012-10 6, N-hsa04012-3
P-hsa04012-48	ErbB signaling pathway: CAMK2A	DOWN	-13.7546537842364	2.35056898696715e-31	2.67252570881841e-30	10	10	10	1	N-hsa04012-13, N-hsa04012-33, N-hsa04012-49, N-hsa04012-50, N-hsa04012-52, N-hsa04012-53, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-48	10	N-hsa04012-13, N-hsa04012-33, N-hsa04012-49, N-hsa04012-50, N-hsa04012-52, N-hsa04012-53, N-hsa04012-66, N-hsa04012-67, N-hsa04012-14 60, N-hsa04012-48
