module	path_id	path_name	name	class	description	compounds
22	M00011_C00036	hsa00020	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle) - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	The citrate cycle (TCA cycle, Krebs cycle) is an important aerobic pathway for the final steps of the oxidation of carbohydrates and fatty acids. The cycle starts with acetyl-CoA, the activated form of acetate, derived from glycolysis and pyruvate oxidation for carbohydrates and from beta oxidation of fatty acids. The two-carbon acetyl group in acetyl-CoA is transferred to the four-carbon compound of oxaloacetate to form the six-carbon compound of citrate. In a series of reactions two carbons in citrate are oxidized to CO2 and the reaction pathway supplies NADH for use in the oxidative phosphorylation and other metabolic processes. The pathway also supplies important precursor metabolites including 2-oxoglutarate. At the end of the cycle the remaining four-carbon part is transformed back to oxaloacetate. According to the genome sequence data, many organisms seem to lack genes for the full cycle [MD:M00009], but contain genes for specific segments [MD:M00010 M00011].	Pyruvate, Acetyl-CoA, 2-Oxoglutarate, Oxaloacetate, Succinate, Thiamin diphosphate, Phosphoenolpyruvate, Succinyl-CoA, Fumarate, (S)-Malate, Citrate, Isocitrate, cis-Aconitate, 2-(alpha-Hydroxyethyl)thiamine diphosphate, Oxalosuccinate, 3-Carboxy-1-hydroxypropyl-ThPP, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
23	M00013_C00024	hsa01200	Carbon metabolism	Carbon metabolism - Homo sapiens (human)	NA	Carbon metabolism is the most basic aspect of life. This map presents an overall view of central carbon metabolism, where the number of carbons is shown for each compound denoted by a circle, excluding a cofactor (CoA, CoM, THF, or THMPT) that is replaced by an asterisk. The map contains carbon utilization pathways of glycolysis (map00010), pentose phosphate pathway (map00030), and citrate cycle (map00020), and six known carbon fixation pathways (map00710 and map00720) as well as some pathways of methane metabolism (map00680). The six carbon fixation pathways are: (1) reductive pentose phosphate cycle (Calvin cycle) in plants and cyanobacteria that perform oxygenic photosynthesis, (2) reductive citrate cycle in photosynthetic green sulfur bacteria and some chemolithoautotrophs, (3) 3-hydroxypropionate bi-cycle in photosynthetic green nonsulfur bacteria, two variants of 4-hydroxybutyrate pathways in Crenarchaeota called (4) hydroxypropionate-hydroxybutyrate cycle and (5) dicarboxylate-hydroxybutyrate cycle, and (6) reductive acetyl-CoA pathway in methanogenic bacteria.	NA
24	M00013_C00024	hsa00640	Propanoate metabolism	Propanoate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Acetyl-CoA, Oxaloacetate, Succinate, Thiamin diphosphate, Malonyl-CoA, Succinyl-CoA, beta-Alanine, Propanoyl-CoA, 2-Oxobutanoate, Glycerone phosphate, Propanoate, (S)-Lactate, 3-Oxopropanoate, (S)-Lactaldehyde, Propanal, Acrylic acid, Methylglyoxal, Propane-1,2-diol, (S)-Methylmalonyl-CoA, Propynoate, Lactoyl-CoA, Propenoyl-CoA, 3-Hydroxypropanoate, (R)-Methylmalonyl-CoA, Methylmalonate, 2-Methylcitrate, beta-Alanyl-CoA, Propanoyl phosphate, (Z)-But-2-ene-1,2,3-tricarboxylate, (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate, Hydroxyacetone, 3-Hydroxypropionyl-CoA, Propane-1-ol, Propionyladenylate, 2-Hydroxybutanoic acid, 3-Oxopropionyl-CoA, (S)-Methylmalonate semialdehyde, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, 2-(alpha-Hydroxypropyl)thiamine diphosphate, Enzyme N6-(S-propyldihydrolipoyl)lysine, 2-Methyl-trans-aconitate
25	M00014_C00231	hsa00040	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Pyruvate, 2-Oxoglutarate, UDP-glucose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, UDP-glucuronate, D-Xylose, D-Glucuronate, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, D-Arabinose, D-Xylulose 5-phosphate, L-Arabinose, Glycolaldehyde, D-Ribulose, D-Xylulose, L-Xylulose, D-Galacturonate, Xylitol, 2,5-Dioxopentanoate, Pectate, Ribitol, D-Lyxose, D-Xylonate, L-Ribulose, D-Mannonate, L-Arabitol, D-Tagaturonate, 3-Dehydro-L-gulonate, Pectin, CDP-ribitol, L-Gulonate, D-Altronate, D-Fructuronate, D-Ribitol 5-phosphate, L-Ribulose 5-phosphate, L-Lyxose, D-Arabitol, D-Xylonolactone, Digalacturonate, L-Glyceraldehyde, D-Xylono-1,4-lactone, beta-D-Glucuronoside, L-Xylulose 5-phosphate, 2-Dehydro-3-deoxy-D-xylonate, 5-Dehydro-4-deoxy-D-glucuronate, (4S)-4,6-Dihydroxy-2,5-dioxohexanoate, (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate, D-Glucuronate 1-phosphate, L-Xylonate, L-Lyxonate, 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate, L-Xylulose 1-phosphate, 3-Dehydro-L-gulonate 6-phosphate, L-Galactonate, 2-Dehydro-3-deoxy-L-galactonate, D-Ribulose 1-phosphate, 4-Deoxy-L-threo-hex-4-enopyranuronate
26	M00015_C00148	hsa01230	Biosynthesis of amino acids	Biosynthesis of amino acids - Homo sapiens (human)	NA	This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.	NA
27	M00015_C00148	hsa00330	Arginine and proline metabolism	Arginine and proline metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Peptide, S-Adenosyl-L-methionine, Pyruvate, L-Glutamate, Glyoxylate, L-Arginine, L-Ornithine, Urea, Putrescine, L-Proline, Agmatine, Sarcosine, p-Coumaroyl-CoA, Creatine, Spermidine, 4-Aminobutanoate, Feruloyl-CoA, 5-Aminopentanoate, N-Carbamoylputrescine, L-Aspartate 4-semialdehyde, Nitric oxide, 4-Aminobutyraldehyde, Guanidinoacetate, Spermine, D-Proline, Creatinine, Homocarnosine, 1,3-Diaminopropane, 4-Guanidinobutanoate, N-Carbamoylsarcosine, 5-Amino-2-oxopentanoic acid, S-Adenosylmethioninamine, Hydroxyproline, L-Glutamate 5-semialdehyde, N-Acetyl-L-glutamate 5-semialdehyde, Nopaline, Phosphocreatine, N-Methylhydantoin, 4-Guanidinobutanal, N-Acetylputrescine, 4-Acetamidobutanoate, 4-Guanidinobutanamide, Phosphoguanidinoacetate, L-Glutamyl 5-phosphate, N2-Succinyl-L-arginine, Norspermidine, N2-Succinyl-L-ornithine, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, (S)-1-Pyrroline-5-carboxylate, Octopine, L-1-Pyrroline-3-hydroxy-5-carboxylate, trans-3-Hydroxy-L-proline, N-Succinyl-L-glutamate, N-Succinyl-L-glutamate 5-semialdehyde, N(omega)-Hydroxyarginine, N4-Acetylaminobutanal, L-4-Hydroxyglutamate semialdehyde, L-Arginine phosphate, (4R)-4-Hydroxy-2-oxoglutarate, L-erythro-4-Hydroxyglutamate, Feruloylputrescine, gamma-L-Glutamylputrescine, gamma-Glutamyl-gamma-aminobutyraldehyde, 4-(L-gamma-Glutamylamino)butanoate, Carboxyspermidine, Carboxynorspermidine, p-Coumaroylputrescine, cis-3-Hydroxy-L-proline, N1-(3-Aminopropyl)agmatine, N1-[(S)-3-amino-3-carboxypropyl]agmatine
28	M00020_C00065	hsa01200	Carbon metabolism	Carbon metabolism - Homo sapiens (human)	NA	Carbon metabolism is the most basic aspect of life. This map presents an overall view of central carbon metabolism, where the number of carbons is shown for each compound denoted by a circle, excluding a cofactor (CoA, CoM, THF, or THMPT) that is replaced by an asterisk. The map contains carbon utilization pathways of glycolysis (map00010), pentose phosphate pathway (map00030), and citrate cycle (map00020), and six known carbon fixation pathways (map00710 and map00720) as well as some pathways of methane metabolism (map00680). The six carbon fixation pathways are: (1) reductive pentose phosphate cycle (Calvin cycle) in plants and cyanobacteria that perform oxygenic photosynthesis, (2) reductive citrate cycle in photosynthetic green sulfur bacteria and some chemolithoautotrophs, (3) 3-hydroxypropionate bi-cycle in photosynthetic green nonsulfur bacteria, two variants of 4-hydroxybutyrate pathways in Crenarchaeota called (4) hydroxypropionate-hydroxybutyrate cycle and (5) dicarboxylate-hydroxybutyrate cycle, and (6) reductive acetyl-CoA pathway in methanogenic bacteria.	NA
29	M00020_C00065	hsa01230	Biosynthesis of amino acids	Biosynthesis of amino acids - Homo sapiens (human)	NA	This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.	NA
30	M00020_C00065	hsa00260	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	Serine is derived from 3-phospho-D-glycerate, an intermediate of glycolysis [MD:M00020], and glycine is derived from serine. Threonine is an essential amino acid, which animals cannot synthesize. In bacteria and plants, threonine is derived from aspartate [MD:M00018].	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
31	M00027_C00042	hsa00250	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Ammonia, Pyruvate, L-Glutamate, 2-Oxoglutarate, Oxaloacetate, L-Alanine, Succinate, L-Aspartate, L-Glutamine, Fumarate, L-Asparagine, Citrate, Carbamoyl phosphate, Succinate semialdehyde, 4-Aminobutanoate, D-Glucosamine 6-phosphate, D-Aspartate, N-Carbamoyl-L-aspartate, 2-Oxoglutaramate, N-Acetyl-L-aspartate, 2-Oxosuccinamate, 5-Phosphoribosylamine, N-(L-Arginino)succinate, N6-(1,2-Dicarboxyethyl)-AMP, (S)-1-Pyrroline-5-carboxylate, N-Acetylaspartylglutamate, beta-Citryl-L-glutamate, N-Acetylaspartylglutamylglutamate
32	M00029_C00122	hsa01230	Biosynthesis of amino acids	Biosynthesis of amino acids - Homo sapiens (human)	NA	This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.	NA
33	M00029_C00122	hsa00220	Arginine biosynthesis	Arginine biosynthesis - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	CO2, Ammonia, L-Glutamate, 2-Oxoglutarate, L-Aspartate, L-Arginine, L-Glutamine, L-Ornithine, Urea, Fumarate, Carbamoyl phosphate, L-Citrulline, N-Acetylornithine, N-Acetyl-L-glutamate, Urea-1-carboxylate, N-Acetyl-L-glutamate 5-semialdehyde, N-(L-Arginino)succinate, N-Acetyl-L-glutamate 5-phosphate, N-Acetyl-L-citrulline, LysW-L-glutamate, LysW-L-glutamyl 5-phosphate, LysW-L-glutamate 5-semialdehyde, LysW-L-ornithine
34	M00029_C00086	hsa01230	Biosynthesis of amino acids	Biosynthesis of amino acids - Homo sapiens (human)	NA	This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.	NA
