Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
RP11-132G19.3	0	0	0	0	0	0
LDLRAD2	3	6	0	2	0	5
HSPG2	1723	2379	3604	4331	2007	3603
RP11-26H16.1	5	3	8	2	6	4
CELA3B	0	0	0	0	0	0
RN7SL421P	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0
RN7SL768P	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
RP1-224A6.3	0	0	0	0	0	0
LINC00339	169	165	124	149	125	211
CDC42	2041	2258	1601	1419	1816	1234
CDC42-IT1	1	2	0	2	1	0
RP1-224A6.8	0	0	1	1	0	0
RP1-224A6.9	0	1	1	0	3	1
WNT4	10	12	14	7	4	8
MIR4418	0	0	0	0	0	0
RP11-415K20.1	0	0	0	0	0	0
ZBTB40	1930	1482	1267	1597	1628	1803
ZBTB40-IT1	3	1	3	4	1	4
EPHA8	1	2	7	4	0	7
C1QA	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	3384	2788	5433	2691	3414	2582
MIR4684	0	0	0	0	0	0
AL611946.1	0	0	0	0	0	0
RP11-69E9.1	0	1	1	2	1	0
MIR4253	0	0	0	0	0	0
RP1-74M1.3	697	518	1191	498	907	360
LACTBL1	0	0	0	0	0	0
C1orf234	3	2	0	1	2	2
KDM1A	4820	6428	4188	4627	4826	4356
RP1-184J9.2	2	0	0	1	1	0
MIR3115	0	0	0	1	0	0
MIR4419A	0	1	0	0	0	0
LUZP1	1393	1613	1051	1272	997	1378
RP5-979D14.1	0	2	1	0	2	1
RNU6-514P	1	0	0	0	0	2
RNU6-135P	0	0	0	0	0	1
HTR1D	52	479	241	112	31	197
RP5-1057J7.1	0	3	0	0	1	0
RP5-1057J7.6	149	138	125	118	154	206
HNRNPR	5701	6271	4698	4082	5207	3595
ZNF436	500	418	344	260	445	202
C1orf213	152	139	88	145	134	199
RP5-1057J7.7	0	0	1	1	0	0
TCEA3	35	15	7	18	20	7
RP4-654C18.1	85	105	62	92	84	65
ASAP3	1257	1020	911	1034	1115	830
E2F2	631	657	559	668	717	600
RP1-150O5.3	1	3	0	1	2	1
ID3	605	1688	421	1658	500	582
MDS2	0	0	0	0	1	0
RP11-223J15.2	0	0	0	0	0	0
RPL11	6249	7932	6897	5650	6796	4904
RP5-886K2.1	1	2	3	8	8	12
RN7SL532P	2	1	4	0	2	3
TCEB3	1162	1320	759	839	990	663
RP5-886K2.3	7	10	12	7	9	16
PITHD1	652	765	608	543	704	562
LYPLA2	531	615	500	546	697	443
GALE	318	411	266	332	411	335
HMGCL	212	211	114	174	129	188
FUCA1	418	235	128	256	297	221
CNR2	1	0	0	5	1	1
RN7SL24P	0	0	0	1	0	0
RP11-4M23.2	18	18	27	12	22	15
RP11-4M23.3	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
RP11-4M23.4	0	1	1	1	0	1
PNRC2	824	1033	873	827	911	872
SRSF10	2088	1916	1498	1757	1583	2208
RP11-4M23.7	1	0	1	2	0	3
RP11-293P20.2	0	0	0	0	0	0
MYOM3	0	1	0	0	0	0
RP11-293P20.4	0	0	0	0	0	0
IL22RA1	0	1	2	1	0	2
IFNLR1	2	1	1	0	0	1
RP11-10N16.2	0	0	0	0	0	1
AL590683.1	0	0	0	0	0	0
AL590683.2	0	0	0	0	0	0
RP11-10N16.3	0	0	0	0	0	0
GRHL3	2	15	1	9	1	3
STPG1	83	43	34	56	81	52
NIPAL3	112	85	32	79	59	71
RCAN3	47	36	1	18	36	7
RN7SL857P	0	0	0	0	0	0
RP4-594I10.3	0	0	0	1	0	0
NCMAP	4	6	0	1	3	1
RP11-496D1.2	0	0	0	0	0	0
SRRM1	2429	2516	1808	2020	2020	2049
CLIC4	5498	6407	4033	4072	3783	2785
RNU6-1208P	0	0	0	0	0	0
RUNX3	3	0	0	0	6	1
RP11-84D1.1	0	0	0	0	0	0
RP11-84D1.2	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
RP4-799D16.1	0	0	0	0	0	0
RP4-781L3.1	0	0	0	0	0	0
RP4-706G24.1	1	0	0	0	0	0
SYF2	303	372	253	227	379	160
C1orf63	1417	1190	1012	1109	1165	1491
RP3-465N24.6	4	1	2	2	5	2
RP3-465N24.5	9	16	16	13	16	20
RHD	4	6	13	8	16	12
SDHDP6	65	58	31	46	64	36
RP11-335G20.7	1	0	2	3	0	2
TMEM50A	2622	2425	1684	2214	1935	1997
RNU6-1171P	0	0	0	0	1	1
RHCE	7	10	5	4	5	9
RP3-469D22.1	130	137	63	80	105	85
AL031284.1	0	0	0	0	0	0
TMEM57	1565	1350	1089	1066	1325	1001
LDLRAP1	156	337	339	261	329	383
RP11-70P17.1	1	0	1	2	1	4
MAN1C1	177	486	539	290	567	533
RP1-187B23.1	0	2	2	3	0	1
SEPN1	3313	4928	4871	3898	4194	4444
RP1-317E23.6	0	0	0	0	0	0
RP1-317E23.3	3	3	3	2	4	2
MTFR1L	535	555	500	438	664	447
AL020996.1	6	1	5	5	5	3
RP1-317E23.7	0	0	0	2	0	0
AUNIP	173	198	110	150	177	118
RP1-125I3.2	0	0	0	1	0	0
PAQR7	369	457	233	455	297	346
STMN1	6954	8152	5230	4734	7509	4402
SNRPFP2	0	2	2	1	0	2
RP1-125I3.4	0	1	2	2	0	0
MIR3917	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0
PAFAH2	258	279	165	193	170	209
RNU6-110P	0	0	0	0	0	0
SCARNA17	20	38	15	23	21	36
SCARNA18	7	8	3	6	8	18
EXTL1	26	48	32	15	70	18
SLC30A2	6	7	3	4	1	1
TRIM63	0	0	0	0	0	1
AL391650.1	0	0	0	0	0	0
PDIK1L	712	610	487	408	462	372
FAM110D	191	118	6	51	93	24
ZNF593	6	5	4	7	8	4
RP11-96L14.7	2	3	2	0	6	4
CNKSR1	50	57	69	74	36	21
CATSPER4	2	1	1	1	1	0
RP11-231P20.2	0	3	0	2	3	2
CEP85	1456	1716	979	1559	1022	1574
RP11-231P20.5	1	1	0	1	1	0
SH3BGRL3	251	336	399	262	376	245
UBXN11	757	611	372	624	752	679
CD52	2	1	0	0	0	0
AIM1L	28	34	5	35	32	18
RP11-569G9.7	2	0	0	2	0	3
RN7SL490P	0	0	0	0	0	0
ZNF683	0	0	0	0	0	1
LIN28A	4661	9081	5508	6834	5210	5709
DHDDS	596	552	430	486	635	426
RP3-476K8.4	3	2	2	4	5	5
RP3-476K8.3	2	5	2	7	4	10
HMGN2	4577	4552	3082	3600	4713	3767
DPPA2P2	0	5	0	0	1	0
RPS6KA1	385	529	368	434	362	349
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RP11-492M19.3	0	0	0	0	0	0
RP4-785J1.1	0	0	0	0	0	0
RP5-968P14.2	12	17	7	7	13	4
ARID1A	5332	5289	4354	4265	5232	3026
RN7SL501P	0	1	0	0	0	1
PIGV	370	340	183	346	245	288
RN7SL165P	0	0	0	0	0	0
ZDHHC18	1252	1238	961	1195	1188	792
SFN	5	3	3	5	0	1
RP1-50O24.6	0	0	0	0	0	0
GPN2	586	590	476	508	677	546
GPATCH3	207	242	168	166	174	148
NUDC	1173	1335	890	1201	1401	845
NR0B2	0	0	0	1	0	0
C1orf172	1	0	3	1	2	1
RP11-344H11.4	1	1	0	4	1	2
RP11-344H11.5	0	0	0	0	0	1
OSTCP2	210	217	90	136	123	133
TRNP1	114	45	6	32	206	5
FAM46B	75	119	6	38	151	14
SLC9A1	1080	1038	718	1061	1233	644
RP11-40H20.5	0	1	0	0	0	0
CHCHD3P3	373	477	289	297	293	214
NPM1P39	2443	2963	1556	1785	1914	1579
SNRPEP7	0	0	0	0	0	0
RP11-40H20.4	0	0	0	0	0	0
WDTC1	497	590	489	485	698	386
RP11-4K3__A.3	0	1	1	1	3	3
TMEM222	837	855	593	753	934	604
RNU6-48P	2	2	0	1	2	2
RP11-4K3__A.5	1175	1537	1339	1076	2018	861
SYTL1	44	92	25	58	33	49
MAP3K6	93	170	93	191	201	108
FCN3	1	1	0	0	0	0
CD164L2	0	0	0	0	0	0
RP1-144C9.2	0	0	0	0	0	0
GPR3	282	451	88	531	269	218
WASF2	1132	1662	1149	1349	1247	946
RP4-752I6.1	0	0	0	0	0	0
RP1-159A19.4	0	3	0	1	1	1
AHDC1	1041	1221	865	1084	1519	509
FGR	0	2	0	1	3	0
RP1-159A19.3	333	460	298	315	439	372
RP11-288L9.1	0	0	0	0	0	0
IFI6	324	450	170	324	388	168
RP11-288L9.4	3	0	1	0	1	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
FAM76A	264	267	224	228	185	236
RP3-426I6.2	97	140	74	122	144	72
RPEP3	4	9	6	6	4	0
STX12	410	486	433	327	439	365
RP3-426I6.5	0	2	1	0	3	0
RP3-426I6.6	6	1	1	1	6	1
RNU6-1245P	1	0	0	0	0	0
PPP1R8	963	1080	692	721	908	572
SCARNA1	2	1	2	2	0	0
AL109927.1	0	0	0	0	0	0
THEMIS2	35	69	55	62	35	78
RPA2	880	1100	726	704	882	616
SMPDL3B	5	2	0	16	10	6
RP11-460I13.2	0	0	0	0	0	0
XKR8	96	118	53	229	111	124
EYA3	905	924	644	648	780	603
RP11-460I13.6	0	0	0	0	0	0
RN7SL559P	0	0	1	1	1	0
SPCS2P4	3706	2914	2191	2751	3034	2106
RP5-1053E7.2	0	0	0	0	0	0
RP5-1053E7.3	150	145	83	101	111	98
RNU6-176P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
PTAFR	8	2	6	3	10	3
DNAJC8	1175	1400	835	903	1042	735
AL353354.1	0	3	3	1	2	1
AL353354.2	0	0	0	0	0	0
ATPIF1	631	779	592	575	756	598
RP5-1092A3.4	168	146	82	174	93	49
RP5-1092A3.5	11	11	1	6	0	0
SESN2	1134	1887	1227	1781	871	961
MED18	298	341	227	228	331	199
PHACTR4	1548	1709	1271	1304	1526	1180
RP1-308E4.1	74	62	50	46	65	21
RNU6ATAC27P	0	0	0	1	0	0
RCC1	1642	2120	1193	1561	1729	1570
SNHG3	2060	2233	1198	2399	2380	2202
SNORA73B	53	67	42	94	78	39
PRDX3P2	95	112	69	81	75	67
TRNAU1AP	251	286	186	208	323	234
SNHG12	666	678	369	705	656	858
SNORD99	20	25	12	25	12	36
TAF12	149	229	149	180	155	130
RAB42	18	16	24	25	23	35
RP11-442N24__B.1	1	2	0	2	3	0
RNU11	1	1	6	2	1	3
GMEB1	320	329	263	210	353	184
SCARNA24	1	0	0	0	0	0
YTHDF2	2969	3272	1918	2171	2472	1606
OPRD1	1	0	0	2	5	2
RP1-212P9.2	1	3	0	1	12	4
RP1-212P9.3	0	0	0	0	0	0
EPB41	2688	3427	2766	2326	2250	2238
RP4-604A21.1	547	702	603	605	786	509
TMEM200B	24	8	1	4	11	0
RP11-242O24.3	2	2	0	0	0	0
SRSF4	2204	2562	1877	1857	2319	1679
RP11-242O24.5	4	1	1	0	0	0
MECR	283	254	165	201	191	188
RP11-467D18.2	3	1	0	2	2	2
PTPRU	416	209	77	352	72	221
AL645859.1	0	0	0	0	0	0
RP3-437I16.1	0	0	0	0	0	0
AL139151.1	0	0	0	0	0	0
RP11-810H18.1	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0
RP4-656G21.1	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
RP11-179G8.1	0	0	0	0	0	0
RP11-111I12.1	0	0	0	0	0	0
RP5-893G23.1	0	0	0	0	0	0
RP3-357I16.1	0	0	0	0	0	0
RP4-591L5.1	0	0	0	0	0	0
RP4-591L5.2	0	0	0	0	0	0
MATN1	34	21	5	16	8	22
MATN1-AS1	9	11	5	9	6	9
LAPTM5	7	18	26	12	11	14
MIR4420	0	0	0	0	0	0
RP5-1125N11.1	0	0	0	0	0	0
RP1-65J11.1	1	0	2	0	0	0
RN7SKP91	0	1	0	0	0	0
RP1-65J11.5	0	0	0	0	0	0
SDC3	9981	6157	2850	5401	5312	3224
PUM1	3191	3049	2262	2329	2575	1961
SNORD103A	3	2	2	2	6	7
SNORD103B	7	4	4	6	3	9
SNORD85	0	1	0	0	0	0
RP11-201O14.1	0	0	0	0	0	0
RP11-201O14.2	0	1	0	0	0	0
SEPW1P	161	176	130	152	236	153
RP11-490K7.1	0	0	0	0	0	1
NKAIN1	902	1196	998	1137	888	830
SNRNP40	1170	1359	772	967	1033	761
RP11-490K7.4	25	12	21	27	26	17
ZCCHC17	402	547	284	350	463	282
RP11-266K22.2	1	0	0	2	0	1
FABP3	36	36	30	33	30	47
SERINC2	415	419	364	412	308	341
AC114494.1	1	1	3	0	0	3
RP11-439L8.2	0	1	1	0	1	0
RNU6-40P	0	0	0	0	0	0
RP11-439L8.3	0	0	0	0	0	0
RP11-439L8.4	0	0	0	0	0	0
RP11-73M7.1	0	0	0	0	0	0
TINAGL1	1	0	0	0	0	0
HCRTR1	1	1	1	3	2	2
PEF1	458	653	448	397	527	394
RP11-73M7.6	1	2	0	2	0	0
RP11-73M7.9	0	0	0	0	0	0
COL16A1	2	2	3	2	10	2
BAI2	701	1002	1167	943	996	1180
MIR4254	0	2	0	0	0	0
RP11-84A19.3	0	0	0	0	0	0
SPOCD1	1	3	5	0	0	3
RP11-84A19.2	0	0	0	0	0	0
RP11-84A19.4	0	2	0	0	1	4
PTP4A2	2071	2162	2010	1717	2174	1330
AL136115.1	7	2	3	7	5	11
RP4-534N18.2	0	0	0	0	0	1
KHDRBS1	7377	8243	5898	5323	6630	4154
RP11-277A4.4	3	1	0	1	2	1
TMEM39B	1004	802	562	821	1064	613
MIR5585	0	0	0	0	0	0
KPNA6	1806	1845	1342	1580	1412	1352
RP4-622L5.2	0	0	0	0	0	0
TXLNA	2224	2299	1738	2243	2251	2156
CCDC28B	77	115	78	100	101	78
RP4-622L5.7	9	10	10	10	6	19
IQCC	196	157	120	148	136	186
DCDC2B	12	5	6	5	4	14
TMEM234	154	157	97	149	160	119
EIF3I	1563	2097	1254	1257	1597	1242
MTMR9LP	137	105	45	127	181	166
FAM167B	19	14	7	15	13	25
LCK	0	1	0	0	0	0
HDAC1	2254	2277	1716	1878	1696	2072
MARCKSL1	9217	10812	10193	7817	14128	5325
RP4-811H24.9	2	1	2	1	2	1
TSSK3	12	8	12	9	13	14
FAM229A	99	79	83	95	146	114
BSDC1	849	721	548	706	767	641
GAPDHP20	1	0	0	1	0	1
RP11-395N6.4	3	4	3	5	5	0
LRRC37A12P	0	1	0	0	0	0
RN7SL122P	0	0	0	0	0	0
RP1-27O5.3	0	0	0	0	0	0
ZBTB8B	439	287	226	358	337	429
ZBTB8A	287	357	266	343	353	292
ZBTB8OS	174	230	181	169	223	167
RBBP4	3883	3760	2597	2815	2990	2750
SYNC	0	1	0	0	0	0
RP11-114B7.6	0	0	0	0	0	0
KIAA1522	1047	985	587	851	993	562
YARS	3294	3700	1745	2624	2458	1895
S100PBP	769	880	778	725	705	767
FNDC5	247	438	565	262	221	361
HPCA	6	21	18	8	11	22
TMEM54	6	7	11	11	1	15
AL031602.1	0	0	0	0	0	0
RNF19B	279	328	293	328	257	253
FKSG48	0	0	0	0	0	1
RP4-803A2.1	1	0	0	1	0	0
RP4-803A2.2	0	0	1	0	2	0
RP1-117O3.2	1	0	0	0	1	0
AK2	921	1159	782	1187	1303	1341
ADC	100	123	102	111	97	114
TRIM62	298	468	274	309	336	199
ZNF362	307	341	359	318	422	203
RP11-415J8.7	6	3	3	5	6	8
AL513327.1	0	0	0	0	0	0
A3GALT2	1	1	0	3	0	0
RP11-415J8.3	15	4	12	17	23	28
PHC2	1815	2191	2081	1579	2510	1335
MIR3605	3	0	2	0	0	0
RN7SKP16	6	3	2	3	5	3
RP11-415J8.5	4	6	6	5	2	6
AL138837.1	0	0	0	0	0	0
TLR12P	0	0	0	0	0	0
ZSCAN20	180	125	100	128	94	124
RP4-580O19.2	58	72	33	38	35	25
CSMD2	440	59	3	475	431	11
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
RP5-1007G16.1	0	0	0	0	0	0
RNA5SP42	0	0	0	0	0	0
C1orf94	1	0	0	3	3	0
AC115286.1	0	0	0	0	0	0
RP4-657M3.2	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	542	631	360	481	600	452
GJB5	0	2	4	2	1	2
GJB4	0	0	0	0	0	0
RP1-34M23.5	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0
GJB3	2	4	0	0	4	3
GJA4	0	0	0	0	1	1
RP5-997D16.2	25	17	15	13	9	34
DLGAP3	136	33	24	80	105	37
SNORD112	2	2	1	3	2	5
RP11-244H3.1	36	25	13	45	31	47
RP11-244H3.4	0	0	0	0	0	0
ZMYM6NB	0	0	0	0	0	0
ZMYM6	402	305	263	249	304	235
RP11-248I9.2	0	0	0	0	0	0
ZMYM1	387	425	332	391	298	408
EFCAB14P1	26	29	18	26	22	29
SFPQ	14083	12290	9588	9565	12969	9559
RN7SL136P	0	0	1	0	0	0
ZMYM4	3074	3115	2112	2067	2476	1696
RN7SL503P	0	0	0	0	0	0
SNORA62	0	1	0	1	0	0
RPL5P4	1377	1824	1453	995	1349	1100
ZMYM4-AS1	0	0	1	0	0	2
RNY5P1	0	3	0	2	1	0
KIAA0319L	2436	2069	1557	2243	1794	1794
RP4-728D4.3	0	0	0	0	1	0
NCDN	388	541	453	498	593	349
RP4-728D4.2	1	1	3	2	5	1
TFAP2E	7	10	8	3	24	13
PSMB2	1569	2014	1369	1482	1774	1105
RN7SL281P	2	0	0	1	0	0
C1orf216	165	229	274	234	289	228
CLSPN	774	815	645	668	685	543
RP11-435D7.3	1	1	0	2	0	0
AGO4	448	416	446	353	433	440
AGO1	1752	1651	1982	1285	2108	1658
RP4-789D17.4	0	0	0	0	0	0
RP4-789D17.5	18	11	6	11	19	12
AGO3	789	664	563	705	687	669
RP4-665N4.8	3	1	0	2	1	1
RP4-665N4.4	1	2	0	2	1	2
TEKT2	205	105	98	133	154	160
ADPRHL2	498	567	351	416	549	349
COL8A2	10	10	3	11	34	5
TRAPPC3	333	481	295	352	402	373
MAP7D1	2148	2504	2258	2123	2689	1704
RN7SL131P	0	0	0	0	0	0
THRAP3	4875	4845	3248	3416	3995	3198
UBE2V2P4	9	13	5	12	12	8
SH3D21	82	87	84	168	52	235
EVA1B	95	165	57	183	153	84
RP11-268J15.5	84	63	60	136	68	137
STK40	1149	1622	1149	1155	1528	783
LSM10	184	320	175	258	301	182
RNU4-27P	0	0	0	0	0	0
OSCP1	143	174	119	98	106	127
SNORA63	3	6	2	6	5	6
MRPS15	529	674	416	574	649	564
CSF3R	0	0	0	0	0	2
FTLP18	0	0	0	0	0	0
RP4-614N24.1	0	0	0	0	0	0
GRIK3	465	728	4680	1546	3498	2304
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
RP5-1180C18.1	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	0
LINC01137	0	0	2	2	1	0
ZC3H12A	33	47	56	61	40	59
MEAF6	610	667	577	515	630	522
MIR5581	8	5	4	5	5	8
SNIP1	430	466	252	312	335	244
FTH1P1	0	1	3	0	1	1
RP3-423B22.5	167	192	170	162	261	174
DNALI1	649	750	401	536	705	602
GNL2	1440	1648	862	1228	1120	1013
RSPO1	4	6	4	6	6	14
C1orf109	628	690	465	536	566	504
CDCA8	1302	1435	883	1053	1128	1000
EPHA10	4	1	6	2	26	3
ACTN4P2	0	0	0	0	0	0
RP11-109P14.2	8	12	6	10	10	10
MANEAL	511	222	217	345	466	212
RP11-109P14.9	0	0	0	0	0	0
YRDC	296	393	241	361	300	228
C1orf122	204	250	208	237	370	167
MTF1	428	417	382	443	402	413
AL929472.1	0	0	0	0	0	0
RP11-109P14.8	0	0	0	0	0	1
RP11-109P14.10	0	0	0	0	0	0
INPP5B	322	322	224	257	306	251
RNU6-584P	0	0	0	0	0	0
SF3A3	2345	2588	1660	1927	1816	1758
RNU6-510P	6	5	6	5	1	3
FHL3	118	156	135	152	158	166
UTP11L	307	577	353	358	422	281
POU3F1	48	146	167	112	152	134
RP5-884C9.2	15	21	27	42	11	28
RP5-884C9.3	0	0	0	0	0	1
MIR3659	0	0	0	0	0	0
RP11-214L19.1	0	0	1	2	0	1
RNU6-753P	0	0	0	0	0	0
RP11-329N22.1	0	0	0	0	0	0
RP11-334L9.1	2604	2432	1313	2491	1922	1649
RRAGC	365	459	371	264	397	218
RP5-864K19.4	9	14	11	12	6	7
MYCBP	133	161	93	154	161	126
GJA9	3	0	0	0	2	1
RHBDL2	7	11	6	5	8	6
RNU6-605P	0	0	0	0	0	0
RP11-781D11.1	0	0	0	0	0	0
AKIRIN1	2052	2501	1687	1739	2216	1281
NDUFS5	932	1375	639	932	1147	827
MACF1	13908	13008	6633	14063	7823	9873
RNU6-608P	0	0	0	0	0	1
RNA5SP44	0	1	0	0	0	1
RP11-416A14.1	0	1	0	0	0	1
RP11-420K8.1	1	0	0	0	3	0
HSPE1P8	1	1	0	0	1	0
KIAA0754	343	258	234	303	222	267
BMP8A	5	10	7	5	6	16
OXCT2P1	1	0	1	2	3	0
RP11-69E11.4	26	90	74	17	31	168
PPIEL	1	11	14	3	2	25
PABPC4	3302	3889	2438	3294	3253	2681
RP11-69E11.8	3	5	1	1	2	7
SNORA55	7	4	4	10	6	6
HEYL	81	162	268	84	108	198
RP1-144F13.3	0	0	0	0	0	0
NT5C1A	0	1	0	0	0	1
HPCAL4	445	386	36	135	92	110
PPIE	783	528	362	770	508	756
RP1-144F13.4	63	96	37	59	61	54
RNU7-121P	0	0	0	0	0	0
BMP8B	43	10	28	43	54	44
OXCT2	0	4	1	3	0	4
RP1-118J21.25	0	0	0	0	0	0
RP1-118J21.24	0	0	0	0	0	0
TRIT1	886	891	445	586	571	720
MYCL	753	896	752	526	589	455
RP1-118J21.5	3	1	2	3	2	0
MFSD2A	1016	866	650	1038	881	740
RP3-342P20.2	146	206	228	194	267	128
CAP1	2314	2937	1779	1831	2034	1413
PPT1	10615	8925	5299	9715	7625	6874
RP11-115D7.3	208	303	157	205	237	176
RLF	1546	1448	927	1102	987	978
RNU6-1237P	0	0	0	1	1	1
TMCO2	0	1	0	0	0	0
RP1-39G22.7	240	193	138	195	103	209
ZMPSTE24	3936	2914	1770	2984	2629	1730
RP1-39G22.4	1	0	0	0	0	0
COL9A2	62	72	42	72	89	56
RP1-228H13.1	0	1	1	0	5	0
SMAP2	501	643	515	423	614	399
RP1-228H13.2	0	0	0	0	0	0
ZFP69B	201	154	122	170	194	183
RP1-228H13.5	266	211	144	204	233	202
ZFP69	97	113	91	102	158	144
RP11-656D10.3	1	1	3	5	12	6
EXO5	76	36	37	80	152	68
RP11-656D10.5	0	0	0	0	0	1
RP11-656D10.6	1	0	3	3	11	2
ZNF684	82	86	68	67	98	91
RP1-63P18.2	0	0	0	0	0	0
GTF2F2P2	0	0	0	0	0	0
RIMS3	1506	1538	1729	1465	1045	1757
RP4-739H11.3	1	2	9	4	4	9
NFYC-AS1	74	85	57	112	61	90
NFYC	467	559	495	415	569	397
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	1
KCNQ4	26	52	46	57	113	89
RN7SL326P	0	0	0	0	0	0
CITED4	69	135	126	149	171	87
RP5-1066H13.4	0	0	0	0	0	0
RP11-348A7.1	19	24	13	17	24	13
UBE2V1P8	0	0	0	0	0	0
CTPS1	2205	2729	1611	2191	1756	1854
SLFNL1	28	20	47	53	41	79
SCMH1	580	781	693	588	641	674
RP4-635E8.1	1	0	0	0	0	0
RP11-399E6.1	0	0	0	0	0	0
RP11-399E6.2	0	0	0	0	0	0
FOXO6	37	56	57	47	48	57
RP11-399E6.4	0	0	1	2	0	0
RNA5SP45	0	0	0	0	0	0
EDN2	0	0	2	0	2	1
HIVEP3	130	139	64	49	43	49
RP11-486B10.3	0	0	0	0	0	0
RP11-486B10.4	0	4	0	0	0	0
AL451006.1	0	0	0	0	0	0
HNRNPFP1	0	0	0	0	0	0
RP11-319C21.1	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	1	0	0	0	0	0
FOXJ3	1163	993	748	913	823	1020
RP11-223A3.1	2	2	3	2	2	3
RIMKLA	127	79	86	77	68	107
RP11-157D18.2	0	1	1	0	0	0
ZMYND12	7	5	1	2	1	0
PPCS	281	271	163	257	378	193
CCDC30	112	45	39	60	78	53
RP11-163G10.2	0	1	0	0	0	0
TMSB4XP1	148	361	285	146	327	247
RNU6-536P	0	0	0	0	0	0
RP11-163G10.4	0	1	0	0	0	0
PPIH	217	200	163	179	241	164
RP5-994D16.3	8	5	8	7	15	6
YBX1	6603	7729	7352	6850	9297	5100
CLDN19	16	45	1	7	5	9
LEPRE1	3431	3340	2457	3983	3305	2512
C1orf50	119	168	117	142	127	123
RP5-994D16.9	34	34	24	31	35	32
CCDC23	193	224	239	165	266	152
ERMAP	195	143	111	155	111	114
RP11-342M1.3	12	14	8	13	12	17
ZNF691	322	281	212	233	256	217
RP11-342M1.7	19	20	3	29	55	7
RP11-342M1.6	28	31	15	25	24	24
ATP6V1E1P1	129	185	92	126	106	95
SLC2A1	43047	50630	29503	87822	42174	45338
SLC2A1-AS1	70	48	78	118	9	167
RNU6-880P	0	0	0	1	0	0
RNU6-870P	0	0	1	0	0	1
FAM183A	37	38	24	27	20	52
EBNA1BP2	674	940	485	570	692	454
WDR65	17	18	16	14	14	11
RNA5SP46	0	0	0	0	0	0
TMEM125	0	0	0	0	0	0
C1orf210	0	0	1	0	0	1
TIE1	5	7	14	5	4	10
MPL	1	0	0	1	1	2
RP1-92O14.3	2	1	1	6	1	4
CDC20	1192	1415	1025	1039	1351	1014
ELOVL1	381	377	462	361	473	444
MED8	305	420	294	247	339	209
RP1-92O14.6	13	7	8	11	2	14
SZT2	585	473	424	488	478	539
SZT2-AS1	0	0	0	0	0	0
HYI	109	107	88	105	112	132
HYI-AS1	4	0	1	3	6	5
PTPRF	10222	9925	11169	13513	10869	11768
KDM4A	1158	1113	926	877	970	664
KDM4A-AS1	36	36	23	47	38	41
ST3GAL3	228	269	196	218	277	197
RP11-184I16.4	0	0	0	1	2	0
RNU6-1058P	0	1	0	0	0	0
RP11-184I16.3	0	1	1	1	2	0
SHMT1P1	83	106	50	50	95	53
ARTN	7	7	8	4	9	8
RP11-7O11.3	10	11	6	12	8	22
IPO13	526	583	497	437	635	466
DPH2	490	564	370	496	543	383
ATP6V0B	2141	2266	1520	2439	2452	1677
B4GALT2	1122	1464	1143	1429	1642	986
CCDC24	45	37	28	53	46	40
SLC6A9	1334	1346	547	1315	1033	536
RP5-1198O20.4	7	8	3	4	1	7
RP5-1198O20.5	0	0	0	0	1	0
KRT8P47	0	0	0	0	0	0
RN7SL479P	0	0	0	0	0	0
KLF17	0	0	0	0	0	0
RP11-570P14.1	575	862	464	517	622	386
RP4-675G8.2	0	0	0	0	0	0
RP4-675G8.3	0	0	0	0	0	0
OOSP1P1	0	0	0	0	0	0
RP5-891H21.1	0	0	0	0	0	0
RP5-891H21.5	1	1	0	0	2	1
DMAP1	844	765	548	750	748	738
ERI3	613	754	413	562	737	443
ERI3-IT1	3	2	3	3	4	4
AL390776.1	0	0	0	0	0	0
RNU6-369P	0	0	0	0	0	0
RNF220	2370	1863	687	1498	1749	1192
MIR5584	0	0	0	0	1	1
TMEM53	96	144	62	116	122	85
